emp_no,last_name,first_name,gender,salary,to_date
13629,Trelles,Dzung,M,40000,9999-01-01
13648,Lamba,Zejun,F,47723,9999-01-01
13651,Plesums,Stamatina,F,62278,1990-03-31
13653,Iivonen,Kristen,M,53242,9999-01-01
13670,Takanami,Moti,F,40000,9999-01-01
13680,Speer,Denny,M,46968,9999-01-01
13684,Christ,Elvia,M,79100,2002-03-30
13685,Hockney,Weicheng,F,48322,9999-01-01
13704,Kumaresan,Vishu,F,40000,9999-01-01
13841,Spinelli,Christophe,M,52277,1995-10-19
13841,Spinelli,Christophe,M,52277,9999-01-01
13842,Cichocki,Juichirou,F,40000,9999-01-01
13846,Welham,Guiseppe,M,61097,9999-01-01
13853,Roohalamini,Mingsen,M,61615,9999-01-01
13859,Fujisawa,Anoosh,M,40000,9999-01-01
13721,Delgrossi,Sugwoo,F,64754,9999-01-01
13883,Barreiro,Kwangyoen,M,40000,1991-08-26
13884,Swift,Kensei,M,44785,9999-01-01
13894,Schonegge,Ult,F,48958,9999-01-01
13727,Merey,Vitali,M,50798,9999-01-01
13904,Cairo,Youngkon,M,73885,9999-01-01
13914,Albarhamtoshy,Serge,F,41526,1989-01-15
13916,Wynblatt,Vidya,M,90797,2002-01-12
13930,Chartres,Sukumar,M,78867,2000-04-20
13934,Bratsberg,Shiv,F,46507,9999-01-01
13942,Esteva,Elzbieta,M,40000,9999-01-01
13951,Genther,Mooi,F,82054,9999-01-01
13960,Hettesheimer,Nechama,M,43204,9999-01-01
13962,Ghelli,Maris,M,67965,9999-01-01
13966,Cooman,Boguslaw,F,40000,9999-01-01
13969,Chandrasekhar,Jianwen,F,60392,9999-01-01
13979,Highland,Turgut,F,50381,1997-12-26
13986,Ramsey,Geraldo,F,46099,1989-01-19
13990,Schapiro,Deborah,F,52723,9999-01-01
13992,Kenevan,Ulises,M,81318,9999-01-01
13999,Crouzet,Florian,M,40000,9999-01-01
14005,Stellhorn,Vojin,M,40000,9999-01-01
14005,Stellhorn,Vojin,M,40000,1996-10-04
14015,Picaronny,Manibrata,M,63084,1998-08-25
14015,Picaronny,Manibrata,M,63084,9999-01-01
14034,Seghrouchni,Aloys,M,69700,9999-01-01
14041,DeMori,Shan,F,63235,9999-01-01
14045,Alpin,Ymte,M,40000,1997-08-12
14067,Trachtenberg,Godehard,M,44669,9999-01-01
14088,Leslie,Mori,M,44821,9999-01-01
14102,Jording,Feixiong,F,48200,1991-02-21
14107,Rindone,Xiahua,M,82396,9999-01-01
14111,Cummings,Leszek,F,52696,9999-01-01
14113,Herber,Along,F,46841,1988-01-24
14118,Anido,Kasturi,M,46248,9999-01-01
14139,Conry,Sachin,M,40000,1996-12-26
14167,Hertweck,Adas,F,40000,9999-01-01
14191,Luby,Jiann,F,40155,9999-01-01
14197,Chachaty,Adin,F,52474,2000-12-24
14209,Kusakabe,Masanao,F,40000,9999-01-01
14220,Pargas,Tomofumi,F,68017,9999-01-01
14224,Conta,Guther,M,40000,1986-10-23
14232,Bojadziev,Masali,M,50568,9999-01-01
14236,Angiulli,Xuedong,F,40000,9999-01-01
14237,Gerlach,Abdulla,F,57219,1998-03-22
14237,Gerlach,Abdulla,F,57219,9999-01-01
14242,Benaini,Sudhanshu,F,40000,9999-01-01
14254,Narahara,Chikara,F,50266,1996-11-14
14257,Massonet,Kwok,F,40000,9999-01-01
14257,Massonet,Kwok,F,40000,2000-07-13
14275,Aseltine,Tristan,F,94782,2000-11-17
14287,Highland,Masali,M,45483,1999-11-10
14287,Highland,Masali,M,45483,1995-02-09
14289,Gist,Paraskevi,F,60863,2001-05-09
14290,Olivero,Miyeon,M,78736,9999-01-01
14292,Vigier,Susanna,F,41846,9999-01-01
14293,Middleton,Qunsheng,M,40000,1990-09-12
14298,Granlund,Chriss,F,40000,9999-01-01
14310,Leuchs,Marlo,M,40000,9999-01-01
14320,Schaar,Sreenivas,M,40000,9999-01-01
14322,Kakkad,Shem,M,50363,9999-01-01
14323,Leslie,Golgen,F,40000,9999-01-01
14323,Leslie,Golgen,F,40000,1997-10-22
14340,Wixon,Vitaly,M,42858,9999-01-01
14344,Buescher,Otilia,F,41979,9999-01-01
14345,Ramsey,Barry,F,61910,1990-07-15
14354,Bojadziev,Mong,M,40000,9999-01-01
14360,Erbe,Janche,M,43476,9999-01-01
14372,Srimani,Saniya,F,57667,2002-06-02
14372,Srimani,Saniya,F,57667,9999-01-01
14380,Heemskerk,Shigeu,M,47819,1997-01-20
14380,Heemskerk,Shigeu,M,47819,1990-01-27
14384,Holburn,Tomofumi,F,58260,9999-01-01
14422,Gadepally,Toshimo,M,59001,9999-01-01
14434,Maginnis,Elvis,M,40000,9999-01-01
14439,Woycyznski,Raimond,M,80654,9999-01-01
14441,Manders,Divine,F,40000,1990-05-25
14460,Lueh,Yagil,F,56267,9999-01-01
14478,Boissier,Munehiro,F,40000,9999-01-01
14481,Lammel,Moti,M,40000,9999-01-01
14483,Marrevee,Supot,M,40000,9999-01-01
14486,Birdsall,Indrajit,M,40000,9999-01-01
14498,Selenyi,Xiong,M,40000,9999-01-01
14501,Kroft,Taizo,M,63646,9999-01-01
14509,Aloia,Danil,M,40000,9999-01-01
14513,Barreiro,Samphel,M,83273,9999-01-01
14513,Barreiro,Samphel,M,83273,1991-02-04
14514,Denny,Fay,M,40000,1997-03-14
14515,Versino,Kazuhisa,F,61645,9999-01-01
14516,Underwood,Kristian,F,73262,9999-01-01
14518,Peir,Patricia,M,64238,9999-01-01
14522,Ranta,Chuanyi,F,40000,9999-01-01
14533,Borovoy,Kensei,M,48376,1999-11-24
14537,Engelmann,Babette,F,48332,9999-01-01
14539,Danlos,Ashish,M,42975,1998-12-17
14552,Snyers,Ibibia,M,40000,9999-01-01
14556,Zultner,Fatemeh,M,40000,9999-01-01
14560,Driscoll,Elrique,M,62770,9999-01-01
14581,Condotta,Gao,F,59499,9999-01-01
14582,Morrin,Kiyokazu,M,40000,9999-01-01
14600,Cairo,Jayson,F,41352,9999-01-01
14603,Marquardt,Lech,M,55369,9999-01-01
14607,Selvestrel,Suzette,M,67813,9999-01-01
14620,Erev,Jianhua,F,53303,9999-01-01
14621,Wixon,Souichi,F,66404,9999-01-01
14632,McClurg,Gudjon,M,40000,9999-01-01
14639,Hempstead,Arvind,F,79405,9999-01-01
14640,Kornatzky,Toshimori,M,42662,9999-01-01
14642,Kuhnemann,Florian,F,54553,9999-01-01
14645,Glinert,Laurentiu,F,45647,9999-01-01
14648,Lorys,IEEE,M,89209,9999-01-01
14655,Segond,Jingling,M,65742,2002-04-09
14659,Adachi,Sashi,F,40926,9999-01-01
14675,Angel,Teunis,F,40000,9999-01-01
14677,Sifakis,Herbert,M,40000,9999-01-01
14683,Basart,Alois,M,41107,1999-10-11
14683,Basart,Alois,M,41107,9999-01-01
14690,Bellone,Yechezkel,F,40000,9999-01-01
14693,Stranks,Brewster,F,59960,9999-01-01
14710,Hainaut,Mahmut,F,40341,9999-01-01
14713,Ballarin,Terresa,F,58566,1999-06-02
14722,Jakobus,Sachin,F,72726,1999-05-04
14723,Assaf,Constantino,M,40000,9999-01-01
14724,Lemarechal,Aron,M,66530,9999-01-01
14774,Sigstam,Gio,M,40000,2000-08-12
14780,Bruckman,Marlo,F,51232,9999-01-01
14785,Kaiser,Zhonghua,M,46936,1998-09-24
14785,Kaiser,Zhonghua,M,46936,9999-01-01
14793,Uchoa,Stein,M,47045,9999-01-01
14814,Nishimukai,Odysseas,M,40000,9999-01-01
14817,Masaki,Gaurav,M,41203,1993-04-08
14817,Masaki,Gaurav,M,41203,9999-01-01
14821,Kilgore,Oguz,M,42545,9999-01-01
14839,Cronin,Changho,M,40000,9999-01-01
14846,Joslin,Magy,M,40002,1997-05-27
14853,Nergos,Taiji,F,58311,9999-01-01
14854,Perko,Angus,M,48875,2001-06-16
14865,Serra,Ute,F,61175,1995-12-22
14865,Serra,Ute,F,61175,1999-03-11
14871,Kaiserswerth,Arnd,F,72116,1999-06-23
14877,Meriste,Arto,M,40000,9999-01-01
14879,Sigstam,Anyuan,M,54322,9999-01-01
14888,Barriga,Temple,F,60916,9999-01-01
14899,Casley,Alejandro,M,64365,1995-11-27
14899,Casley,Alejandro,M,64365,9999-01-01
14905,Baja,Karsten,F,41067,1987-12-28
14906,Parveen,Adil,F,54758,9999-01-01
14908,Flanders,Kerhong,F,40000,9999-01-01
14908,Flanders,Kerhong,F,40000,2001-11-12
14909,Kamble,Mohan,M,40000,9999-01-01
14911,Chelton,Xiaobin,F,62738,9999-01-01
14914,Benzaken,Gretta,F,40000,9999-01-01
14915,Picco,Huican,M,40733,9999-01-01
14923,Gyorkos,Shuzo,M,40000,9999-01-01
14928,Mukaidono,Satoru,F,53377,9999-01-01
14941,Lichtner,Nathan,M,43608,9999-01-01
14942,Benveniste,Heon,M,40000,9999-01-01
14949,Reinhart,Insup,F,44930,9999-01-01
14954,Magliocco,Fox,F,43510,9999-01-01
14955,Kalefeld,Boguslaw,F,45564,1994-11-22
14959,Hiyoshi,Kerryn,F,48289,2001-07-14
14966,Underwood,Zhanqiu,F,80123,1998-08-23
14971,Simmen,Fan,M,55187,9999-01-01
14983,Pouyioutas,Hyuckchul,M,86754,9999-01-01
14987,Demeyer,Tiina,F,40719,2001-12-20
14993,Koblitz,Sanjay,M,45407,9999-01-01
15005,Sadowsky,Kiam,M,50368,9999-01-01
15016,Gulik,Woody,F,40000,9999-01-01
15018,Prenel,Ramalingam,F,40668,9999-01-01
15019,Shokrollahi,Qingxiang,F,41721,1991-06-16
15019,Shokrollahi,Qingxiang,F,41721,9999-01-01
15024,Rullman,Yurii,M,40000,2000-12-10
15029,Koshino,Giordano,M,40000,9999-01-01
15030,Nourani,Rasikan,M,40000,9999-01-01
15036,Delgrande,Ziva,M,40000,9999-01-01
15049,Waymire,Khun,F,40000,9999-01-01
15052,Kranzdorf,Flemming,M,40630,9999-01-01
15055,Sherertz,Shrikanth,M,40000,9999-01-01
15066,Oaver,Tomokazu,M,43455,9999-01-01
15069,Siksek,Manton,M,40000,9999-01-01
15071,Couchot,Ayonca,F,97484,9999-01-01
15075,Rijsenbrij,Radoslaw,M,40000,9999-01-01
15077,Taubenfeld,Toshiki,F,40000,9999-01-01
15082,Zirintsis,Guadalupe,F,63024,9999-01-01
15087,Ushiama,Chirstian,F,40000,9999-01-01
15089,Coney,Giri,F,48594,9999-01-01
15092,Bahi,Remmert,F,40000,9999-01-01
15102,Axelband,Luigi,F,40374,9999-01-01
15105,Itzigehl,Sudhanshu,M,75800,9999-01-01
15105,Itzigehl,Sudhanshu,M,75800,1991-03-31
15113,Giaccio,Zhiguo,M,62081,1993-01-26
15114,Honglei,Pantung,M,40000,9999-01-01
15133,Malinowski,Kagan,F,40000,1998-01-04
15134,Luiz,Arun,F,62752,9999-01-01
15145,Servieres,Haldon,M,51443,9999-01-01
15151,Pouyioutas,Urs,F,61253,9999-01-01
15151,Pouyioutas,Urs,F,61253,2000-06-02
15176,Sankaranarayanan,Charlene,M,98401,9999-01-01
15193,Schach,Neelam,M,47039,9999-01-01
15196,Duclos,Souichi,M,55824,9999-01-01
15199,Bernardinello,Heeju,F,49278,2000-08-15
15202,Irland,Pranay,M,40000,9999-01-01
15202,Irland,Pranay,M,40000,1990-04-28
15205,Rodiger,Cheong,M,43795,1995-01-04
15208,Shokrollahi,Sudharsan,F,44109,9999-01-01
15218,Conry,Shuky,M,44614,9999-01-01
15228,Salvesen,Mona,M,40000,9999-01-01
15230,Suessmith,Keiichiro,F,70187,9999-01-01
15234,Zhiwei,Jouko,F,47654,9999-01-01
15237,Sadowsky,Reinhard,M,40000,9999-01-01
15243,Famili,Mountaz,F,41015,9999-01-01
15248,Baar,Edwin,M,64696,9999-01-01
15253,Pardalos,Ayonca,M,40396,9999-01-01
15258,Karcich,Guther,F,40000,1999-10-02
15269,Reghbati,Eric,F,60930,9999-01-01
15271,Bernardeschi,Shiv,F,88026,9999-01-01
15278,Rohrbach,Adam,M,40000,1994-11-10
15292,Lammel,Miyeon,M,87586,9999-01-01
15295,Peak,Lobel,M,54607,1995-11-09
15312,Linnainmaa,Deniz,M,40508,1997-07-18
15312,Linnainmaa,Deniz,M,40508,1998-02-25
15324,Lunn,Ziya,M,40000,9999-01-01
15329,Openshaw,Fan,F,41839,9999-01-01
15330,Chinal,Jaroslava,M,53020,9999-01-01
15334,Kuzuoka,Luerbio,M,40000,2001-10-22
15337,Radivojevic,Masaru,M,40000,9999-01-01
15343,Luce,Chaosheng,F,48936,9999-01-01
15354,Nyrup,Chikara,M,40782,9999-01-01
15365,Schiettecatte,Mikhail,M,41309,9999-01-01
15369,Penttonen,Premal,F,81954,9999-01-01
15370,Nilsson,Chuanyi,F,67631,1997-11-15
15370,Nilsson,Chuanyi,F,67631,9999-01-01
15372,Broder,Nahum,M,79245,9999-01-01
15375,Manders,Shuho,F,65920,9999-01-01
15377,Aumann,Shugo,M,50274,9999-01-01
15382,Siegrist,Alassane,M,66083,9999-01-01
15386,Sambasivam,Genki,F,77209,1999-06-18
15392,Markovitch,Pradeep,M,55638,9999-01-01
15408,Penttonen,Maik,F,40000,9999-01-01
15410,Kushner,Wilmer,F,58123,9999-01-01
15410,Kushner,Wilmer,F,58123,2002-04-15
15412,Thiria,Huai,M,62190,9999-01-01
15438,Munoz,Constantijn,F,43326,9999-01-01
15441,Weisert,Arvind,F,40000,9999-01-01
15452,Weedman,Kazuhira,M,40000,9999-01-01
15454,Cesareni,Hongzue,F,57571,9999-01-01
15470,Huhdanpaa,Weiwu,M,40693,9999-01-01
15474,Plumb,Gilbert,M,90430,9999-01-01
15479,Soicher,Zhenbing,M,40000,9999-01-01
15480,Trogemann,Kwok,M,47645,9999-01-01
15504,Alpin,Kasturi,M,40000,9999-01-01
15505,Mikschl,Collette,F,56848,9999-01-01
15510,Sethi,Inderjeet,M,48661,9999-01-01
15511,Kowalchuk,George,F,76880,9999-01-01
15518,Valtorta,Uno,F,55563,9999-01-01
15525,Cherinka,Masadi,M,40000,9999-01-01
15534,Grabner,Guozhong,F,63090,9999-01-01
15539,Spieker,Shigeichiro,M,47803,1996-07-17
15543,Staelin,Mingdong,F,40000,9999-01-01
15545,Suri,Masadi,M,40000,1993-01-06
15548,Caine,Sanjai,M,48171,1995-06-16
15548,Caine,Sanjai,M,48171,9999-01-01
15563,Zykh,Constantino,M,56239,9999-01-01
15565,Muchinsky,True,M,73532,9999-01-01
15566,Azuma,Baoqiu,M,61655,9999-01-01
15569,Garnick,Rosalie,M,40000,1998-12-12
15600,Perna,Mack,M,40000,9999-01-01
15601,Anily,Carrsten,F,83263,9999-01-01
15623,Falby,Vishu,M,52506,2000-02-08
15641,Roisin,Jaana,M,56588,2001-04-19
15651,Iwayama,Huan,F,50313,9999-01-01
15656,Schaaf,Mohammad,M,66141,9999-01-01
15666,Rothenberg,Pintsang,F,40000,1999-06-11
15682,Przulj,Hiroyasu,M,40000,9999-01-01
15687,Ambroszkiewicz,Dekang,M,62333,9999-01-01
15703,Hanratty,Chenye,M,40000,9999-01-01
15708,Kushnir,Reuven,F,85063,9999-01-01
15714,Bala,Troy,F,40000,9999-01-01
15715,Ibel,Insup,F,40000,9999-01-01
15715,Ibel,Insup,F,40000,2002-01-15
15726,Parascandalo,Zhilian,M,70522,9999-01-01
15728,Nooteboom,Jaewon,F,40000,2002-05-30
15739,Bahr,Poorav,F,54605,9999-01-01
15740,Pocchiola,Stepehn,M,57994,9999-01-01
15750,Bresenham,Arumugam,M,40000,9999-01-01
15753,Breugel,Sanjay,M,40000,1996-03-05
15753,Breugel,Sanjay,M,40000,2002-05-02
15762,Impagliazzo,Kien,M,56568,1997-12-19
15765,Taubenfeld,Tonny,F,40000,9999-01-01
15767,Broomell,Baocai,M,40000,9999-01-01
15769,Oskamp,Pranay,M,61575,9999-01-01
15788,Deyuan,Taegyun,M,53521,9999-01-01
15799,Gelosh,Manton,M,64458,9999-01-01
15809,Antonisse,Mingsen,M,50619,9999-01-01
15819,Rajcani,Magdalena,M,63847,9999-01-01
15819,Rajcani,Magdalena,M,63847,1999-07-14
15821,Antonakopoulos,Aleksander,M,40000,9999-01-01
15846,Litecky,Bowen,M,40000,9999-01-01
15861,Anido,Gio,F,50890,9999-01-01
15866,Seiwald,Angel,M,40000,9999-01-01
15866,Seiwald,Angel,M,40000,1987-03-19
15869,Bala,Guoxiang,M,40000,9999-01-01
15876,Vakili,Munehiro,F,51140,9999-01-01
15877,Kroll,Yannik,M,40000,9999-01-01
15880,Dechter,Miquel,M,40000,9999-01-01
15889,Azumi,Sasan,M,63393,9999-01-01
15892,Pettis,Lunjin,F,60367,9999-01-01
15901,Fargier,Marsja,F,40000,1988-03-04
15901,Fargier,Marsja,F,40000,9999-01-01
15902,Stille,Kazuhide,F,40000,9999-01-01
15905,Petersohn,DeForest,F,47421,9999-01-01
15911,Viele,Shaibal,M,45602,1993-12-20
15911,Viele,Shaibal,M,45602,9999-01-01
15912,Cichocki,Piyawadee,M,93126,1998-05-18
15920,Laurillard,Sanjit,M,48494,1993-03-26
15934,Shinomoto,Kensyu,F,50454,9999-01-01
15938,Covnot,Garnik,F,69499,9999-01-01
15942,Rosca,Murthy,M,50486,9999-01-01
15943,Demke,Yakkov,M,40000,2000-12-16
15943,Demke,Yakkov,M,40000,9999-01-01
15945,Larfeldt,Hauke,M,57717,9999-01-01
15946,Onuegbe,Sham,M,70769,1997-12-03
15948,Versino,Karoline,F,40000,9999-01-01
15955,Dratva,Yuguang,F,45283,9999-01-01
15971,Aloia,Arumugam,M,42963,9999-01-01
15977,Ballarin,King,M,44282,9999-01-01
15978,Wielonsky,Kaijung,F,40000,9999-01-01
15978,Wielonsky,Kaijung,F,40000,1997-09-07
15993,Peir,Yoshimitsu,M,45611,9999-01-01
16000,Demos,Marek,F,40000,9999-01-01
16018,Papadias,Boutros,M,52560,9999-01-01
16019,Heystek,Chaoyi,F,40000,1986-10-12
16019,Heystek,Chaoyi,F,40000,9999-01-01
16025,Luce,Doowon,F,84433,9999-01-01
16028,Takkinen,JiYoung,F,53714,9999-01-01
16033,Spelt,Wayne,F,40000,9999-01-01
16052,Rodham,Maria,F,40000,9999-01-01
16066,Penn,Marsha,F,74757,9999-01-01
16068,Zongker,Leandro,M,53031,9999-01-01
16076,Ebeling,Marko,M,47061,9999-01-01
16077,Heemskerk,Kannan,F,49020,9999-01-01
16086,Denos,Mohammad,M,42903,9999-01-01
16094,Rosar,Berto,M,40000,9999-01-01
16099,Ferretti,Mohan,M,40000,9999-01-01
16105,Tetzlaff,Alper,F,55207,1996-05-08
16126,Crabtree,Tse,M,68863,9999-01-01
16130,Belinskaya,Kerryn,M,40000,9999-01-01
16134,Chaudhuri,Annemarie,F,40000,9999-01-01
16138,Krzyzanowski,Leucio,M,67593,9999-01-01
16146,Meriste,Cathie,M,53931,1998-05-11
16154,Docker,Monique,M,40000,9999-01-01
16164,Kinley,Janche,F,67467,1990-10-19
16164,Kinley,Janche,F,67467,2001-05-31
16185,Winter,Marin,F,44003,9999-01-01
16192,Sigstam,Leandro,M,40000,1999-06-13
16192,Sigstam,Leandro,M,40000,9999-01-01
16201,Olano,Krassimir,M,53081,9999-01-01
16203,Kulisch,Mori,F,40000,1994-07-06
16212,Glinert,Izaskun,F,40000,1995-05-23
16222,Thummel,Shaz,F,40000,1996-03-04
16222,Thummel,Shaz,F,40000,1997-01-11
16227,Vural,Hitomi,F,58619,9999-01-01
16229,Lanzelotte,Ronnie,F,40000,9999-01-01
16230,Babu,Ung,M,40000,9999-01-01
16230,Babu,Ung,M,40000,1996-05-25
16233,Baba,Sushant,M,54684,9999-01-01
16234,Basart,Jacopo,F,40000,9999-01-01
16237,Leaver,Slavian,M,83471,1993-07-12
16246,Masaki,Makato,M,40000,9999-01-01
16252,Mattern,Carrsten,F,64982,9999-01-01
16255,Ohori,Tomokazu,F,40000,2001-03-23
16266,Sethi,Mikhail,M,57642,9999-01-01
16272,Zeleznik,Shuho,M,40000,2002-04-05
16272,Zeleznik,Shuho,M,40000,9999-01-01
16274,Navazio,Sadun,M,65521,9999-01-01
16302,Speek,Bedir,M,40000,1988-12-06
16324,Bazzichi,Billie,M,40000,9999-01-01
16331,Garnham,Giap,M,63123,2000-12-27
16337,Schaad,Hironoby,M,40000,9999-01-01
16341,Fendler,Boutros,F,40000,9999-01-01
16355,Luca,Nikolaos,M,80403,9999-01-01
16360,Jonsson,Sham,F,47148,1997-05-02
16364,Gini,Yifei,M,73503,9999-01-01
16365,Mellouli,Janalee,F,40000,9999-01-01
16373,Aseltine,Narain,F,98832,1999-05-19
16377,Stanger,Duri,M,62147,9999-01-01
16380,Chleq,Zhilian,M,42820,9999-01-01
16382,Talmon,Chaoyi,M,66986,9999-01-01
16383,Czap,Lidong,F,55977,9999-01-01
16388,Georgatos,Subhankar,M,40000,9999-01-01
16396,Yoshimura,Guangming,M,77582,2000-04-15
16397,Cusworth,Shimshon,F,66757,9999-01-01
16398,Krzyzanowski,Limsoon,M,71254,9999-01-01
16399,Collette,Apostol,F,59384,2000-08-24
16399,Collette,Apostol,F,59384,9999-01-01
16404,Rabehasaina,Rafols,M,45689,9999-01-01
16412,Tokunaga,Moss,F,66524,9999-01-01
16425,Beerel,Idoia,M,53045,9999-01-01
16438,Demeyer,Abdulla,M,52449,9999-01-01
16446,Chinin,Jouko,M,94600,9999-01-01
16447,Savasere,Zhiguo,F,40000,9999-01-01
16447,Savasere,Zhiguo,F,40000,2000-11-06
16448,Zwicker,Tsvetan,M,76979,9999-01-01
16453,Basart,Goncalo,M,47433,9999-01-01
16471,Birta,Bogdan,M,44976,9999-01-01
16478,Wroclawski,Bedir,F,40000,1998-09-11
16479,Eiter,Jixiang,M,62446,9999-01-01
16486,Perin,Sanjay,M,57496,9999-01-01
16487,Yemenis,Arunas,M,73302,9999-01-01
16490,Thiria,Muzhong,M,85462,9999-01-01
16491,Radwan,Emdad,M,40000,9999-01-01
16500,Servieres,Elvis,M,46887,2000-09-10
16504,Cromarty,Mong,F,40000,9999-01-01
16510,Vecchio,Mototsugu,M,40000,9999-01-01
16537,Seiwald,Weidon,M,40000,9999-01-01
16539,Fetvedt,Gretta,M,40000,9999-01-01
16546,Lanphier,Sangeeta,M,47819,9999-01-01
16549,Thibadeau,Olivera,M,60531,9999-01-01
16551,Ranon,Sadegh,M,82980,2001-08-21
16551,Ranon,Sadegh,M,82980,9999-01-01
16556,Hiltgen,Mostafa,M,53954,9999-01-01
16557,Majewski,Fan,M,53197,2002-03-20
16567,Senzako,Hein,M,40000,9999-01-01
16570,Matzen,Uta,F,46162,9999-01-01
16580,Valiente,Masaru,F,40000,9999-01-01
16607,Honglei,Vishwani,F,54558,9999-01-01
16608,Greibach,Boguslaw,M,40000,1988-08-26
16619,Boguraev,Arvind,F,40000,9999-01-01
16657,Heyers,Yongdong,M,63463,9999-01-01
16658,Soicher,Florian,M,50917,9999-01-01
16672,Peris,Georgi,M,55265,9999-01-01
16674,Takanami,Duke,M,40000,9999-01-01
16679,Cummings,Domenick,F,40000,2001-02-10
16679,Cummings,Domenick,F,40000,9999-01-01
16683,Ghandeharizadeh,Hatem,F,60120,9999-01-01
16706,Krone,Gad,M,63470,1999-06-24
16716,Zumaque,Ramachenga,F,54270,9999-01-01
16719,Benantar,Sasan,M,40000,9999-01-01
16723,Randt,Mohd,F,56932,9999-01-01
16729,Broomell,Kirk,M,51318,9999-01-01
16731,Versino,Domenico,M,48868,9999-01-01
16733,Serna,Zijian,M,40000,1989-08-13
16759,Masaki,Vojin,M,40000,1998-02-23
16759,Masaki,Vojin,M,40000,9999-01-01
16799,Bamford,Shigeichiro,M,54405,9999-01-01
16801,Strooper,Gila,M,48932,9999-01-01
16803,Rohrbach,Ziva,M,50968,9999-01-01
16806,Dayana,Sreekrishna,M,72405,1996-02-12
16806,Dayana,Sreekrishna,M,72405,9999-01-01
16808,Katiyar,Kiyokazu,M,87215,9999-01-01
16832,Binkley,Mads,F,51405,1993-01-23
16851,Stasinski,Leon,M,51771,9999-01-01
16852,Fontet,Yefim,F,48864,1988-02-23
16852,Fontet,Yefim,F,48864,9999-01-01
16858,Gustavson,Akeno,M,67670,1995-08-09
16862,Eppinger,JiYoung,M,40000,1992-09-30
16862,Eppinger,JiYoung,M,40000,9999-01-01
16864,Gecsel,Candido,M,50361,9999-01-01
16868,Vandervoorde,Gou,F,58292,1997-06-22
16869,Huttel,Yakkov,M,40000,9999-01-01
16871,Stiles,Munir,M,55303,9999-01-01
16875,Radhakrishnan,Nikolaos,M,40000,9999-01-01
16880,Bresenham,Honesty,M,40000,9999-01-01
16885,Stentiford,Ronghao,M,72252,1997-08-01
16897,Ebeling,Charlene,M,57244,9999-01-01
16910,Botman,Kazunori,M,57230,1990-10-03
16910,Botman,Kazunori,M,57230,9999-01-01
16919,Yurov,Tesuya,F,40184,9999-01-01
16921,Yeung,Evgueni,M,71025,9999-01-01
16929,Burnard,Murthy,F,52679,1998-12-01
16929,Burnard,Murthy,F,52679,2000-08-12
16954,Apsitis,Akhilish,M,47943,9999-01-01
16955,Marrakchi,Sangeeta,M,74715,9999-01-01
16969,Braccini,Sanjit,F,49377,9999-01-01
16986,Gecseg,Hirochika,M,61653,9999-01-01
16988,Peron,Xiong,M,47878,9999-01-01
16993,Dahlbom,Hongzue,M,57751,9999-01-01
16996,Millington,Shigenori,F,77644,2000-10-29
16999,Sadowsky,Bezalel,F,40000,9999-01-01
16999,Sadowsky,Bezalel,F,40000,1999-04-13
17012,Petereit,Valdiodio,M,40000,9999-01-01
17018,Tasistro,Berhard,F,40000,9999-01-01
17024,Siepmann,Ewing,F,58181,9999-01-01
17041,Montemayor,Nishit,F,40492,9999-01-01
17046,Kornyak,Fay,F,44955,9999-01-01
17047,Rijsenbrij,Qingxiang,F,43113,1988-03-06
17048,Murthy,Christoph,M,46913,9999-01-01
17055,Wixon,Marin,M,46654,9999-01-01
17063,Thiran,Anoosh,M,91391,9999-01-01
17066,Ruther,Heping,M,59260,9999-01-01
17068,Gopalakrishnan,Bodh,F,40000,1995-04-14
17068,Gopalakrishnan,Bodh,F,40000,9999-01-01
17072,Bala,Richara,M,40000,9999-01-01
17076,Hitomi,Gudjon,M,60092,1990-05-16
17076,Hitomi,Gudjon,M,60092,9999-01-01
17078,Hinsberger,Gill,M,44442,9999-01-01
17081,Murtafg,Weiru,F,40846,9999-01-01
17089,Erman,Rafail,F,67779,9999-01-01
17097,Berztiss,Cathie,F,46803,1990-03-26
17098,Gelosh,Xuedong,F,40000,9999-01-01
17101,Compeau,Sandeepan,M,40173,9999-01-01
17102,Garnick,Radhika,F,89793,9999-01-01
17103,Feldmann,Takahiro,M,48187,1996-05-21
17103,Feldmann,Takahiro,M,48187,9999-01-01
17112,Vickson,Yuguang,F,40000,1997-03-09
17112,Vickson,Yuguang,F,40000,1998-07-16
17120,Polupanov,Yifei,M,40000,9999-01-01
13738,Mitchem,Bangqing,F,48349,9999-01-01
17125,Zweizig,Akhilish,M,40000,9999-01-01
17126,Schapire,Matk,F,40000,9999-01-01
17140,Schwabacher,Mabhin,F,40000,1998-06-15
17140,Schwabacher,Mabhin,F,40000,1997-12-21
17143,Munke,Ziyad,M,40000,9999-01-01
17146,Barbanera,Aemilian,F,65674,9999-01-01
17154,Milicia,Aria,M,40000,1995-02-05
17158,Vecchio,Danai,F,48426,1999-10-24
17158,Vecchio,Danai,F,48426,9999-01-01
17159,Mitchem,Quingbo,F,56346,9999-01-01
17160,Montemayor,Shay,F,49824,9999-01-01
17163,Papsdorf,Yurii,M,47086,9999-01-01
17185,Wilfing,Danai,F,75574,1996-11-24
17199,Guardalben,Vasilis,M,40000,9999-01-01
17204,Erdmenger,Jacqueline,M,40000,2002-01-01
17215,Langford,Junichi,M,47977,9999-01-01
