emp_no,first_name,last_name,title,from_date,to_date,hire_date,birth_date
19901,Tsvetan,Stasinski,Senior Staff,1985-02-27,9999-01-01,1985-02-27,1954-04-08
19943,Shimshon,Schoegge,Technique Leader,1985-10-03,9999-01-01,1985-10-03,1953-03-10
19950,Jaroslava,Kusakari,Senior Engineer,1993-04-14,9999-01-01,1985-04-14,1952-07-20
19982,Khatoun,Baba,Senior Engineer,1991-09-15,9999-01-01,1985-10-21,1952-05-19
19996,Berni,Chinen,Senior Engineer,1999-12-14,9999-01-01,1985-08-17,1954-03-07
20013,Jaewoo,Lanphier,Senior Engineer,1991-03-17,9999-01-01,1985-03-17,1952-02-10
20043,Chikara,Adachi,Senior Engineer,1990-03-21,9999-01-01,1985-03-21,1952-09-13
20055,Hairong,Swiss,Senior Staff,1985-04-26,9999-01-01,1985-04-26,1953-09-14
20060,Chrisa,Attimonelli,Senior Engineer,1991-03-28,9999-01-01,1985-10-16,1954-07-18
20068,Masali,Rouquie,Senior Engineer,1990-04-11,9999-01-01,1985-04-11,1955-10-16
20075,Mikhail,Oberman,Senior Engineer,1993-10-05,9999-01-01,1985-10-05,1953-10-19
20222,Baziley,Rettelbach,Senior Staff,1997-04-03,9999-01-01,1985-05-01,1953-06-29
20368,Denis,Samarati,Senior Staff,1985-03-11,9999-01-01,1985-03-11,1952-07-10
20392,Terresa,Sidje,Senior Engineer,1986-07-25,9999-01-01,1985-11-10,1952-11-09
20403,Rildo,Reinhard,Engineer,1993-08-23,9999-01-01,1985-05-14,1953-08-30
20489,Boguslaw,Garrabrants,Senior Engineer,1994-10-22,9999-01-01,1985-10-22,1953-02-16
20494,Lucien,Pagter,Senior Staff,1990-10-23,9999-01-01,1985-10-23,1953-10-24
20528,Dines,Bednarek,Senior Staff,1994-06-04,9999-01-01,1985-06-04,1952-11-13
20530,Nevio,Katiyar,Senior Engineer,1999-11-15,9999-01-01,1985-08-03,1952-02-06
20602,Martins,Dratva,Engineer,1996-08-14,9999-01-01,1985-10-09,1952-09-22
20626,Hercules,Varman,Senior Engineer,1985-09-22,9999-01-01,1985-09-22,1954-11-01
20636,Hsiangchu,Collavizza,Senior Staff,1998-01-21,9999-01-01,1985-12-12,1952-11-07
20674,Maria,Avouris,Senior Staff,1992-06-07,9999-01-01,1985-06-07,1952-10-25
20716,Nikolaos,Basart,Staff,1997-09-20,9999-01-01,1985-08-14,1952-08-01
20751,Nitsan,Zyda,Senior Staff,1997-09-28,9999-01-01,1985-05-19,1952-10-11
20766,Chenyi,Conry,Senior Engineer,2001-01-09,9999-01-01,1985-12-30,1952-09-02
20793,Pranav,Luft,Senior Engineer,2001-11-19,9999-01-01,1985-03-31,1953-10-31
20828,Brewster,Sewelson,Senior Staff,1990-12-06,9999-01-01,1985-12-06,1952-09-23
20860,Szabolcs,Michaels,Senior Engineer,1992-07-19,9999-01-01,1985-04-21,1955-06-07
20903,Yagil,Kemmerer,Senior Engineer,1985-09-21,9999-01-01,1985-09-21,1952-06-09
20923,Menkae,Miara,Senior Staff,1993-08-02,9999-01-01,1985-07-15,1953-12-01
20929,Along,Hebden,Senior Engineer,1985-04-02,9999-01-01,1985-04-02,1955-05-11
20958,Ashish,Eiron,Senior Engineer,1992-01-29,9999-01-01,1985-09-16,1953-02-14
20964,Clyde,Erez,Staff,1998-08-23,9999-01-01,1985-11-30,1955-06-08
20979,Pradeep,Kumaresan,Senior Staff,1994-09-30,9999-01-01,1985-09-30,1955-01-19
21007,Christfried,Junet,Senior Staff,1988-02-15,9999-01-01,1985-07-09,1954-08-15
21044,Mack,Rajala,Senior Engineer,1992-07-02,9999-01-01,1985-02-21,1952-12-10
21078,Shaw,Bolotov,Engineer,1997-04-09,9999-01-01,1985-08-03,1955-04-01
21092,Chikara,Montresor,Senior Engineer,1991-01-14,9999-01-01,1985-09-29,1955-06-27
21133,Carrsten,Brizzi,Senior Staff,1991-11-16,9999-01-01,1985-11-16,1954-09-05
21143,Mayumi,Hennings,Senior Staff,1985-11-25,9999-01-01,1985-11-25,1953-04-13
21206,Krisda,Walstra,Senior Engineer,1999-10-05,9999-01-01,1985-10-04,1954-03-14
21239,Krister,Chinin,Senior Staff,1990-01-05,9999-01-01,1985-03-05,1953-01-22
21321,Laurentiu,Raney,Senior Engineer,1995-11-06,9999-01-01,1985-11-06,1953-11-21
21413,Laurentiu,Sherertz,Senior Staff,1985-06-24,9999-01-01,1985-06-24,1954-05-26
21454,Zsolt,Pocchiola,Senior Staff,1991-08-25,9999-01-01,1985-08-25,1954-02-19
21470,Kousuke,Botman,Senior Staff,1993-02-04,9999-01-01,1985-02-04,1952-09-19
21505,Etsuo,Delaune,Senior Engineer,1991-10-25,9999-01-01,1985-10-25,1954-03-13
21507,Mansur,Benzmuller,Senior Staff,1985-07-18,9999-01-01,1985-07-18,1953-08-14
21527,DeForest,Yurov,Senior Engineer,1998-01-29,9999-01-01,1985-09-19,1955-02-03
21583,Elliott,Fasbender,Senior Staff,1994-05-27,9999-01-01,1985-04-16,1954-10-13
21636,Munir,Erde,Senior Staff,1990-05-05,9999-01-01,1985-05-05,1952-08-28
21639,Caolyn,Domenig,Senior Engineer,1994-04-29,9999-01-01,1985-04-29,1953-10-19
21646,Gila,Guardalben,Senior Engineer,2002-03-14,9999-01-01,1985-05-20,1955-12-19
21660,Kwan,Casperson,Senior Engineer,1998-06-10,9999-01-01,1985-04-11,1953-08-27
21666,Remzi,Kroon,Engineer,1999-04-14,9999-01-01,1985-12-19,1955-02-21
21675,Vishu,Genin,Engineer,1997-06-12,9999-01-01,1985-03-02,1952-03-19
21683,Jiang,Velasco,Senior Staff,1994-08-10,9999-01-01,1985-05-07,1953-03-12
21692,Reinhard,Hitomi,Senior Engineer,1993-05-16,9999-01-01,1985-05-16,1954-09-01
21751,Uinam,Savasere,Technique Leader,1993-08-26,9999-01-01,1985-05-13,1955-07-22
21783,Domenick,Qiwen,Senior Engineer,1985-07-12,9999-01-01,1985-07-12,1955-08-04
21820,Sanjay,Khasidashvili,Senior Staff,1996-06-11,9999-01-01,1985-06-17,1954-02-17
21832,Suzette,Vecchio,Senior Staff,1992-07-02,9999-01-01,1985-07-02,1952-11-01
21844,Feipei,Birta,Staff,1996-05-26,9999-01-01,1985-03-20,1953-11-20
21848,Atreyi,Zhang,Senior Engineer,1991-05-17,9999-01-01,1985-05-17,1955-04-30
21851,Falguni,Budinsky,Senior Staff,1993-05-09,9999-01-01,1985-05-09,1955-12-07
21859,Padma,Swen,Senior Engineer,1992-11-07,9999-01-01,1985-11-07,1953-12-19
21877,Brigham,Biran,Engineer,1998-08-22,9999-01-01,1985-07-30,1954-02-27
21894,Marke,Yemenis,Senior Staff,1985-06-03,9999-01-01,1985-06-03,1952-10-19
21926,Boguslaw,Aloisi,Engineer,1995-12-31,9999-01-01,1985-05-03,1953-04-04
22072,Kasturi,Pettit,Senior Engineer,1991-12-09,9999-01-01,1985-12-09,1952-12-02
22135,Guiseppe,Nyrup,Staff,1998-02-06,9999-01-01,1985-12-12,1952-10-13
22136,Naftali,Thiran,Senior Staff,1995-11-25,9999-01-01,1985-02-21,1954-06-11
22146,Volkmar,Suermann,Technique Leader,1995-05-09,9999-01-01,1985-04-08,1952-12-27
22165,Alenka,Emiris,Staff,1994-08-20,9999-01-01,1985-09-25,1954-06-16
22190,Berry,Perna,Technique Leader,1985-12-13,9999-01-01,1985-12-13,1954-08-21
22210,Christoph,Pouyioutas,Senior Staff,1994-09-06,9999-01-01,1985-06-28,1953-06-02
22224,Brendon,Rohrbach,Senior Staff,1993-07-10,9999-01-01,1985-07-10,1954-12-13
22265,Yonghong,Claffy,Senior Engineer,1985-05-24,9999-01-01,1985-05-24,1954-09-22
22337,Leszek,Picci,Senior Staff,1990-03-30,9999-01-01,1985-03-30,1955-02-28
22416,Feiyu,Syrotiuk,Senior Staff,1993-03-06,9999-01-01,1985-03-06,1952-10-26
22429,Franziska,Terekhov,Senior Engineer,1990-10-17,9999-01-01,1985-10-17,1953-05-22
22617,Uli,Tibblin,Senior Engineer,1995-08-07,9999-01-01,1985-04-17,1952-07-05
22623,Tommaso,Champarnaud,Senior Engineer,1999-04-03,9999-01-01,1985-10-13,1952-11-07
22649,Reuven,Driscoll,Senior Engineer,2000-04-28,9999-01-01,1985-12-19,1952-04-23
22663,Bokyung,Fargier,Senior Engineer,1995-02-07,9999-01-01,1985-10-04,1953-09-13
22682,Kristina,Ananiadou,Senior Engineer,1995-12-16,9999-01-01,1985-07-20,1952-12-01
22702,Faiza,Reeken,Senior Engineer,1985-06-21,9999-01-01,1985-06-21,1954-03-06
22766,Yishay,Jumpertz,Senior Engineer,1993-11-22,9999-01-01,1985-11-03,1954-03-25
22776,Ekawit,Whitcomb,Senior Staff,1993-05-07,9999-01-01,1985-05-07,1953-09-07
22812,Weiru,Kemmerer,Senior Staff,1990-06-29,9999-01-01,1985-06-29,1955-12-12
22838,Brendon,Markovitch,Senior Engineer,1985-06-06,9999-01-01,1985-06-06,1955-10-12
22861,Susumu,Baja,Senior Engineer,1993-09-12,9999-01-01,1985-09-12,1953-10-22
22863,Petter,Denna,Staff,1998-04-21,9999-01-01,1985-04-27,1952-09-28
22889,Edwin,Klassen,Senior Engineer,1994-11-22,9999-01-01,1985-11-22,1954-12-18
22894,Muzhong,Casley,Senior Staff,1985-02-17,9999-01-01,1985-02-17,1955-08-30
22908,Eran,Bratsberg,Staff,1996-08-23,9999-01-01,1985-05-16,1952-05-07
22934,Parviz,Plumb,Senior Staff,1994-03-23,9999-01-01,1985-03-23,1952-06-14
23001,Akhilish,Irland,Senior Engineer,1999-11-02,9999-01-01,1985-03-10,1953-08-11
23052,Ayonca,Salinas,Staff,1997-03-31,9999-01-01,1985-07-01,1954-01-08
23086,Nathan,Lemarechal,Engineer,1998-05-22,9999-01-01,1985-06-08,1955-07-06
23087,Nectarios,Bernini,Staff,1997-08-23,9999-01-01,1985-05-07,1953-01-16
23095,Muneo,Woycyznski,Senior Engineer,1995-05-02,9999-01-01,1985-05-21,1954-10-19
23159,Atilio,Esposito,Senior Staff,1989-03-22,9999-01-01,1985-09-26,1953-07-12
23220,Christoper,Back,Senior Engineer,1990-12-02,9999-01-01,1985-12-02,1952-08-31
23224,Nikolaos,Engelmann,Senior Staff,1993-08-13,9999-01-01,1985-08-13,1952-06-24
23252,Dzung,Simkin,Senior Engineer,1993-03-19,9999-01-01,1985-03-19,1954-09-13
23314,Krassimir,Demizu,Senior Staff,1985-07-24,9999-01-01,1985-07-24,1952-08-16
23323,Siamak,Alvarado,Senior Engineer,1994-04-01,9999-01-01,1985-04-01,1955-08-23
23330,Aloke,Cooley,Senior Engineer,1991-10-05,9999-01-01,1985-10-05,1955-11-08
23370,Morris,Bodoff,Senior Staff,1998-06-11,9999-01-01,1985-12-14,1953-01-01
23398,Georgy,Marwedel,Technique Leader,1991-11-13,9999-01-01,1985-02-16,1953-05-03
23406,Masadi,Masada,Senior Staff,1990-02-12,9999-01-01,1985-02-12,1953-09-22
23441,Sarita,Staudhammer,Senior Engineer,1999-12-23,9999-01-01,1985-12-19,1953-12-26
23470,Neven,Hutton,Senior Engineer,1993-09-05,9999-01-01,1985-09-05,1952-05-22
23533,Shimshon,Heemskerk,Senior Engineer,1994-05-05,9999-01-01,1985-03-11,1953-05-01
23538,Bernardo,Pargaonkar,Technique Leader,1991-06-20,9999-01-01,1985-06-12,1953-12-25
23561,Jingling,Zizka,Senior Engineer,2002-02-24,9999-01-01,1985-03-31,1955-08-14
23589,Ziya,Perko,Senior Engineer,1993-04-28,9999-01-01,1985-04-28,1954-12-06
23592,Marek,Templeman,Senior Staff,1997-03-06,9999-01-01,1985-12-31,1955-03-01
23633,Jinpo,Nyrup,Senior Staff,1994-09-15,9999-01-01,1985-04-11,1954-12-08
23640,Leucio,Mamelak,Senior Engineer,1990-06-08,9999-01-01,1985-06-08,1954-12-08
23648,Jinxi,Luiz,Senior Staff,1985-07-20,9999-01-01,1985-07-20,1955-09-26
23659,Gina,Verhoeff,Senior Engineer,1995-04-25,9999-01-01,1985-04-23,1955-05-21
23676,Sham,Openshaw,Senior Staff,1998-06-14,9999-01-01,1985-03-29,1955-01-13
23695,Babette,Genin,Senior Staff,1994-11-22,9999-01-01,1985-11-22,1953-02-26
23703,Prodip,Thimonier,Senior Staff,1991-03-15,9999-01-01,1985-11-10,1953-02-24
23753,Karsten,Isaac,Senior Engineer,1992-12-15,9999-01-01,1985-12-15,1955-09-26
23777,Juichirou,Kilgore,Senior Engineer,1992-02-29,9999-01-01,1985-02-28,1955-04-24
23822,Faiza,Rosar,Senior Engineer,1991-06-01,9999-01-01,1985-06-01,1952-10-21
23910,Shahab,Tempesti,Staff,1997-08-09,9999-01-01,1985-06-10,1952-11-30
23924,Shakhar,Solovay,Senior Engineer,1985-07-22,9999-01-01,1985-07-22,1954-04-13
23938,Nahum,Facello,Senior Engineer,1985-09-15,9999-01-01,1985-09-15,1955-07-11
23963,Goo,Soloway,Senior Engineer,1995-04-21,9999-01-01,1985-05-03,1953-10-18
23993,Gian,Ghalwash,Senior Engineer,1993-06-08,9999-01-01,1985-06-08,1954-12-02
24003,Ronnie,Linares,Engineer,1999-12-04,9999-01-01,1985-10-06,1954-11-11
24034,Murthy,Validov,Senior Engineer,1993-05-07,9999-01-01,1985-05-07,1952-08-15
24059,Kendra,Swab,Senior Engineer,1996-08-27,9999-01-01,1985-10-29,1954-07-07
24072,Tianruo,Piveteau,Senior Engineer,1995-09-21,9999-01-01,1985-09-21,1952-06-15
24112,Atreyi,Ginneken,Senior Engineer,1996-12-30,9999-01-01,1985-02-22,1953-02-05
24120,Luerbio,Badr,Technique Leader,1995-07-04,9999-01-01,1985-11-06,1952-11-23
24121,Franziska,Bale,Senior Engineer,1991-09-03,9999-01-01,1985-09-03,1953-06-09
24153,Lidong,Anger,Senior Staff,2001-04-03,9999-01-01,1985-12-07,1954-02-18
24166,Niranjan,Chinal,Senior Staff,1991-12-31,9999-01-01,1985-05-19,1952-07-29
24183,Muneo,Rousseau,Senior Staff,1990-05-03,9999-01-01,1985-05-03,1955-05-21
24196,Radhika,Boyle,Engineer,1999-12-20,9999-01-01,1985-05-20,1954-06-19
24199,Iara,Bach,Senior Engineer,1985-09-20,9999-01-01,1985-09-20,1953-09-19
24209,Hilary,Msuda,Senior Engineer,1998-01-26,9999-01-01,1985-08-12,1954-06-16
24251,Moto,Mondadori,Senior Staff,1985-03-18,9999-01-01,1985-03-18,1955-03-08
24389,Kenroku,Shimshoni,Senior Engineer,1993-01-06,9999-01-01,1985-06-26,1953-05-16
24429,Murthy,Anger,Senior Staff,2001-01-13,9999-01-01,1985-09-14,1954-03-11
24460,Yinghua,Lanphier,Senior Staff,1999-02-17,9999-01-01,1985-04-09,1955-06-15
24472,Behnaam,Oehlmann,Senior Engineer,1993-08-14,9999-01-01,1985-08-14,1952-07-12
24526,Ayonca,Sudbeck,Technique Leader,1992-07-25,9999-01-01,1985-07-06,1955-06-02
24680,Garnet,Takkinen,Senior Engineer,1999-12-18,9999-01-01,1985-06-15,1952-02-13
24682,Nigel,Ginesta,Staff,1999-02-26,9999-01-01,1985-11-24,1954-11-09
24705,Luisa,Jervis,Senior Staff,1998-01-02,9999-01-01,1985-06-19,1953-08-26
24720,Owen,Zirintsis,Engineer,1999-10-17,9999-01-01,1985-05-16,1954-09-25
24855,Dung,Lund,Senior Staff,1993-05-19,9999-01-01,1985-10-21,1955-04-12
24888,Murthy,Felder,Senior Staff,1990-03-31,9999-01-01,1985-03-31,1952-08-28
25003,Dietrich,Benzmuller,Staff,1993-10-15,9999-01-01,1985-05-30,1953-01-06
25007,Dipankar,Showalter,Senior Engineer,1990-05-15,9999-01-01,1985-05-15,1954-10-30
25019,Lech,Kadhim,Senior Engineer,1996-07-12,9999-01-01,1985-05-04,1954-03-18
25084,Alenka,Jullig,Senior Engineer,1985-04-15,9999-01-01,1985-04-15,1955-07-08
25085,Tran,Usery,Senior Staff,1993-05-03,9999-01-01,1985-05-03,1954-08-07
25117,Masamitsu,Cichocki,Staff,1995-10-19,9999-01-01,1985-10-20,1954-11-12
25145,Serge,Ashish,Senior Engineer,1998-10-22,9999-01-01,1985-11-13,1954-05-21
25254,Matt,Peek,Assistant Engineer,1994-07-30,9999-01-01,1985-03-22,1955-03-12
25391,Hatsukazu,Billawala,Assistant Engineer,1998-11-15,9999-01-01,1985-07-22,1953-05-01
25504,Pramod,Servi,Senior Staff,1991-09-19,9999-01-01,1985-09-19,1952-06-24
25550,Shaz,Haddadi,Senior Engineer,1991-06-11,9999-01-01,1985-06-11,1954-11-17
25603,Kwangsub,Desikan,Senior Staff,1994-09-10,9999-01-01,1985-09-10,1954-09-19
25615,Aria,Strehl,Senior Staff,1994-09-30,9999-01-01,1985-09-30,1953-09-11
25632,Arunachalam,Ramamoorthy,Senior Engineer,1998-05-20,9999-01-01,1985-05-26,1952-08-12
25644,Kwangho,Straney,Senior Staff,1993-12-13,9999-01-01,1985-12-13,1952-04-10
25673,Ottavia,Azulay,Engineer,1995-06-26,9999-01-01,1985-08-08,1954-12-16
25692,Lein,Unno,Senior Staff,1995-12-01,9999-01-01,1985-09-07,1954-04-15
25717,Froduald,Speek,Senior Staff,1998-11-03,9999-01-01,1985-12-14,1954-10-17
25730,Shao,Monarch,Senior Staff,1996-07-14,9999-01-01,1985-05-11,1955-09-30
25732,Shounak,Ducloy,Senior Engineer,1987-05-14,9999-01-01,1985-05-20,1954-03-09
25761,Hugo,Lundstrom,Senior Staff,1990-07-29,9999-01-01,1985-07-29,1952-07-11
25771,Sibyl,Passino,Senior Engineer,1991-04-25,9999-01-01,1985-08-08,1953-01-30
25804,Krisda,Vesna,Senior Staff,1997-12-06,9999-01-01,1985-11-05,1954-11-21
25835,Maria,Poehlman,Senior Staff,1992-08-26,9999-01-01,1985-08-26,1954-05-04
25839,Ewing,Simkin,Senior Staff,1996-01-15,9999-01-01,1985-09-15,1955-01-05
25859,Subhrajyoti,Vasanthakumar,Senior Engineer,1985-10-04,9999-01-01,1985-10-04,1954-08-18
25862,Khaled,Tasistro,Senior Engineer,1993-09-05,9999-01-01,1985-02-10,1952-12-11
25882,Aleksander,Pellegrinelli,Senior Staff,1985-06-07,9999-01-01,1985-06-07,1954-08-31
25952,Zito,Kalloufi,Engineer,1995-11-10,9999-01-01,1985-04-01,1955-03-23
25992,Divier,Bugrara,Senior Staff,1998-03-29,9999-01-01,1985-07-08,1953-05-05
25993,Kazuhiro,Luft,Senior Staff,1991-12-20,9999-01-01,1985-12-20,1955-05-03
26012,Eric,Marwedel,Senior Engineer,1991-05-04,9999-01-01,1985-05-04,1953-03-10
26037,Radhika,Gadepally,Engineer,1999-12-12,9999-01-01,1985-10-16,1953-07-04
26086,Turgut,Beutelspacher,Senior Staff,1985-11-12,9999-01-01,1985-11-12,1953-05-22
26088,Theron,Woycyznski,Senior Staff,1994-06-06,9999-01-01,1985-06-06,1953-11-10
26102,Mechthild,Eldridge,Senior Engineer,1997-01-04,9999-01-01,1985-04-16,1955-10-25
26110,Lorien,Veevers,Senior Staff,1998-06-29,9999-01-01,1985-09-07,1954-10-08
26111,Tru,Spataro,Staff,1996-05-06,9999-01-01,1985-09-06,1954-06-23
26113,Larisa,Brandsma,Staff,1997-11-18,9999-01-01,1985-09-13,1952-12-06
26144,Kamakshi,Khasidashvili,Senior Engineer,1985-11-03,9999-01-01,1985-11-03,1953-04-27
26162,Yechiam,Grospietsch,Senior Engineer,1985-07-26,9999-01-01,1985-07-26,1952-12-02
26192,Geoffry,Tetzlaff,Senior Engineer,1985-05-09,9999-01-01,1985-05-09,1954-04-05
26315,Adil,Schnabel,Senior Staff,1987-02-01,9999-01-01,1985-07-27,1953-05-19
26317,Valdiodio,Weedman,Senior Staff,1991-07-14,9999-01-01,1985-07-14,1954-06-28
26391,Baoqiu,Kermarrec,Senior Staff,1993-04-25,9999-01-01,1985-04-25,1955-04-15
26483,Shunichi,Manders,Technique Leader,1997-10-28,9999-01-01,1985-04-09,1953-01-01
26543,Zhonghua,Koyama,Technique Leader,1987-12-04,9999-01-01,1985-10-07,1953-12-27
26692,Taisook,Cools,Engineer,1998-07-07,9999-01-01,1985-02-16,1953-03-19
26709,Narain,Marchegay,Senior Staff,1994-05-27,9999-01-01,1985-07-18,1954-04-27
26750,Baziley,Denis,Senior Staff,1994-02-14,9999-01-01,1985-02-14,1955-02-09
26752,Deniz,Zockler,Senior Engineer,1990-08-09,9999-01-01,1985-08-09,1953-02-12
26831,Yucel,Pagter,Senior Engineer,2000-12-07,9999-01-01,1985-06-24,1955-04-17
26846,Ewing,Chinal,Senior Engineer,1999-08-21,9999-01-01,1985-08-20,1952-07-11
26856,Kazuhiko,Cooke,Senior Engineer,1990-08-04,9999-01-01,1985-08-04,1953-02-05
26869,Jasminko,Vecchio,Senior Engineer,1985-10-29,9999-01-01,1985-10-29,1955-04-26
26892,Brigham,Luan,Senior Engineer,2000-10-08,9999-01-01,1985-07-23,1955-07-11
26911,Ramya,Bottner,Senior Engineer,2000-06-24,9999-01-01,1985-03-30,1953-12-02
26960,Zhenbing,Delgrossi,Senior Engineer,1985-08-19,9999-01-01,1985-08-19,1953-04-22
26990,Ranga,Gihr,Senior Staff,1992-03-22,9999-01-01,1985-02-07,1954-07-04
26999,Snehasis,Worfolk,Senior Engineer,1994-04-25,9999-01-01,1985-04-25,1953-11-14
27024,Zijian,Bennis,Senior Staff,1993-10-28,9999-01-01,1985-10-28,1953-01-10
27045,Teruyuki,Merks,Senior Engineer,1995-12-29,9999-01-01,1985-10-08,1954-12-31
27255,Yannis,Kropf,Staff,1998-09-11,9999-01-01,1985-12-18,1952-12-17
27295,Marc,Orlowska,Senior Engineer,1998-03-19,9999-01-01,1985-08-17,1955-04-14
27298,Stepehn,Loncour,Senior Engineer,1985-05-31,9999-01-01,1985-05-31,1953-06-24
27337,Mads,Undy,Engineer,1997-08-13,9999-01-01,1985-10-21,1952-04-05
27365,Mang,Morris,Senior Staff,1994-02-27,9999-01-01,1985-02-27,1953-06-03
27369,Cedric,Chinen,Senior Staff,1992-08-19,9999-01-01,1985-08-19,1953-09-01
27373,Jiafu,Varman,Senior Engineer,1985-10-24,9999-01-01,1985-10-24,1955-02-23
27396,Brendon,Zykh,Senior Engineer,2002-06-01,9999-01-01,1985-07-01,1955-05-23
27463,Masaki,McDermid,Senior Staff,1985-07-06,9999-01-01,1985-07-06,1954-03-11
27528,Martijn,Baranowski,Technique Leader,1995-09-07,9999-01-01,1985-12-12,1952-10-04
27548,Slavian,Riexinger,Senior Staff,1994-06-07,9999-01-01,1985-06-07,1954-04-05
27557,Teunis,Oxman,Senior Staff,1990-10-18,9999-01-01,1985-10-18,1953-07-29
27604,Yuguang,Sudbeck,Senior Engineer,1996-04-22,9999-01-01,1985-08-09,1955-03-16
27626,Vishu,Flanders,Engineer,1996-11-17,9999-01-01,1985-05-06,1955-06-29
27654,Sajjan,Morris,Senior Engineer,1996-12-15,9999-01-01,1985-03-28,1953-12-13
27670,Yolla,Merey,Senior Engineer,1991-09-10,9999-01-01,1985-09-10,1954-10-30
27671,JiYoung,Flasterstein,Senior Staff,1989-12-18,9999-01-01,1985-09-28,1953-05-01
27677,Mohammed,Peak,Senior Engineer,1994-10-12,9999-01-01,1985-10-12,1954-05-17
27711,Leaf,Goodrum,Engineer,1995-11-03,9999-01-01,1985-07-21,1954-05-31
27749,Katsuyuki,Biros,Senior Staff,1993-03-02,9999-01-01,1985-06-20,1953-10-20
27756,Stevo,Suwa,Senior Staff,2002-01-28,9999-01-01,1985-09-13,1953-07-28
27765,Shushma,Litvinov,Senior Engineer,1987-01-18,9999-01-01,1985-11-27,1953-08-04
27854,Yurii,Unni,Senior Staff,1991-11-11,9999-01-01,1985-11-11,1955-11-13
27926,Mats,Huttel,Senior Staff,1985-10-23,9999-01-01,1985-10-23,1953-11-12
27958,Uno,Hasham,Senior Engineer,1990-08-02,9999-01-01,1985-08-02,1952-05-01
27975,Remmert,Rehfuss,Senior Engineer,1991-07-30,9999-01-01,1985-03-14,1952-02-07
27978,Sedat,Unni,Senior Engineer,1990-08-29,9999-01-01,1985-08-29,1952-07-13
27988,Armond,Etalle,Senior Staff,2000-12-12,9999-01-01,1985-03-03,1953-03-23
28074,Shmuel,Syrotiuk,Senior Staff,1996-01-15,9999-01-01,1985-03-20,1954-12-09
28079,Rimon,Salvesen,Senior Engineer,1994-04-30,9999-01-01,1985-04-30,1955-02-06
28082,Michaela,Sudbeck,Engineer,1998-12-04,9999-01-01,1985-11-28,1955-09-09
28281,Adhemar,Oxenboll,Senior Staff,1998-12-05,9999-01-01,1985-07-05,1953-12-28
28283,Quingbo,Dulay,Engineer,1997-02-10,9999-01-01,1985-11-07,1952-03-29
28288,Martijn,Niizuma,Senior Staff,1993-04-13,9999-01-01,1985-04-13,1953-10-04
28306,Wilmer,Papsdorf,Senior Engineer,1996-08-29,9999-01-01,1985-07-23,1952-02-15
28315,Hideo,Servi,Senior Engineer,1994-08-17,9999-01-01,1985-08-17,1955-07-20
28322,Premal,Millington,Senior Staff,1992-05-10,9999-01-01,1985-05-10,1955-06-30
28327,Pascal,Welham,Senior Engineer,1993-07-01,9999-01-01,1985-07-01,1954-08-14
28358,Constantino,Salinas,Senior Staff,1993-06-04,9999-01-01,1985-06-04,1954-01-24
28359,Kshitij,Stellhorn,Senior Staff,1992-04-23,9999-01-01,1985-03-22,1953-06-12
28366,Abdelwaheb,Falster,Senior Engineer,1985-08-19,9999-01-01,1985-08-19,1954-12-21
28386,Snehasis,Spelt,Senior Engineer,1996-03-08,9999-01-01,1985-06-04,1952-02-10
28391,Elvia,Brlek,Senior Staff,1990-08-07,9999-01-01,1985-06-08,1953-12-28
28394,Gaetan,Emiris,Senior Staff,1989-12-06,9999-01-01,1985-08-17,1953-04-15
28411,Weicheng,Yavatkar,Senior Staff,1998-03-27,9999-01-01,1985-11-14,1954-05-31
28511,Shugo,Pero,Technique Leader,1991-09-30,9999-01-01,1985-12-04,1955-09-17
28528,Sariel,Veccia,Senior Staff,1999-08-12,9999-01-01,1985-04-01,1954-07-06
28529,Mabo,Griswold,Senior Engineer,1990-06-09,9999-01-01,1985-06-09,1954-11-04
28600,Mingzeng,Whitcomb,Staff,1999-09-03,9999-01-01,1985-06-08,1953-03-29
28673,Carrsten,Zultner,Senior Engineer,1993-06-27,9999-01-01,1985-06-27,1955-12-03
28689,Jessie,Lores,Senior Staff,2000-02-02,9999-01-01,1985-06-20,1952-07-22
28703,Tremaine,Remmele,Staff,1997-02-06,9999-01-01,1985-05-13,1955-05-05
28714,Arco,Poehlman,Assistant Engineer,1996-11-25,9999-01-01,1985-02-02,1953-05-04
28757,Branimir,Poupard,Senior Staff,1991-06-26,9999-01-01,1985-06-26,1953-05-13
28779,Fayez,Bottner,Senior Staff,1995-06-04,9999-01-01,1985-02-20,1953-01-09
28962,Wuxu,Gini,Technique Leader,1994-01-16,9999-01-01,1985-10-27,1954-11-17
28972,Jianhao,Radivojevic,Senior Staff,1992-04-19,9999-01-01,1985-04-19,1955-10-12
28981,Dipayan,Bernardinello,Senior Staff,1990-05-18,9999-01-01,1985-05-18,1954-07-13
28983,Mohammed,Luca,Senior Staff,1993-06-29,9999-01-01,1985-06-29,1954-12-24
28997,Persi,Ramsay,Senior Staff,1991-02-11,9999-01-01,1985-04-16,1954-07-20
29026,Parto,Byoun,Senior Engineer,1991-06-12,9999-01-01,1985-06-12,1953-03-18
29071,Jaideep,Hennings,Senior Staff,1993-12-08,9999-01-01,1985-09-02,1954-05-04
29101,Jouni,Salverda,Senior Engineer,1996-09-23,9999-01-01,1985-04-21,1952-03-25
